"","DBN","school_name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","AP Test Takers","Total Exams Taken","Number of Exams with scores 3 4 or 5","exams_per_student","high_score_percent","avg_class_size","frl_percent","total_enrollment","ell_percent","sped_percent","selfcontained_num","asian_per","black_per","hispanic_per","white_per","male_per","female_per","Total Cohort","grads_percent","dropout_percent","boro","lat","long","bn","schoolname","responder","score","response_type","question"
"96","04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL",70,432,446,448,1326,41,55,29,1.34146341463415,52.7272727272727,26,67.3,449,2.2,6.7,0,5.1,31.2,60.1,1.6,0,100,55,100,0,"Manhattan",40.7927069560004,-73.9472996619996,"M610","Young Women's Leadership School","saf_p_11",33,"parent","safety+respect"
"97","04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL",70,432,446,448,1326,2.5,NA,NA,NA,NA,26,67.3,449,2.2,6.7,0,5.1,31.2,60.1,1.6,0,100,55,100,0,"Manhattan",40.7927069560004,-73.9472996619996,"M610","Young Women's Leadership School","saf_p_11",33,"parent","safety+respect"
"98","04M635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL",48,369,369,357,1095,2.5,NA,NA,NA,NA,26,62.7,192,13.5,18.8,14,4.2,27.6,65.6,2.1,62,38,75,41.3,20,NA,NA,NA,"M635","Academy of Environmental Science Secondary High Sc","saf_p_11",19,"parent","safety+respect"
"99","04M680","HERITAGE SCHOOL, THE",31,358,351,345,1054,2.5,NA,NA,NA,NA,21,71.8,294,6.8,24.8,12,0.3,28.9,69.4,1,48.6,51.4,75,56,9.3,"Manhattan",40.7918796180004,-73.9465863999997,"M680","Heritage School, The","saf_p_11",23,"parent","safety+respect"
"100","05M285","HARLEM RENAISSANCE HIGH SCHOOL",29,357,318,333,1008,2.5,NA,NA,NA,NA,17,67.6,222,9.5,10.8,1,0.5,62.2,36.9,0.5,39.2,60.8,81,12.3,22.2,NA,NA,NA,"M285","Harlem Renaissance High School","saf_p_11",33,"parent","safety+respect"
"101","05M304","MOTT HALL HIGH SCHOOL",54,413,399,398,1210,11,11,NA,1,NA,26,78.5,426,8.7,15.5,12,0.9,35,63.8,0.2,53.5,46.5,96,69.8,7.3,"Manhattan",40.8173610460005,-73.9477084209997,"M304","Mott Hall High School","saf_p_11",28,"parent","safety+respect"
"102","05M362","COLUMBIA SECONDARY SCHOOL FOR MATH, SCIENCE, AND ENGINEERING",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,46.3,474,0.6,0.4,0,11.6,20,48.5,18.4,49.6,50.4,NA,NA,NA,"Manhattan",40.8109178530004,-73.9569273869997,"M362","Columbia Secondary School","saf_p_11",23,"parent","safety+respect"
"103","05M367","ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL",33,354,366,342,1062,17,17,NA,1,NA,23,67,425,9.9,21.6,2,0.5,61.4,38.1,0,48.7,51.3,NA,NA,NA,"Manhattan",40.8152303650004,-73.9552012059996,"M367","Academy for Social Action: A College Board School","saf_p_11",26,"parent","safety+respect"
"104","05M369","URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS",56,360,353,364,1077,2.5,NA,NA,NA,NA,24,77.7,374,6.1,16.6,12,0.5,59.1,38.2,0.8,25.4,74.6,62,69.4,16.1,"Manhattan",40.8152303650004,-73.9552012059996,"M369","Urban Assembly School for the Performing Arts","saf_p_11",18,"parent","safety+respect"
"105","05M469","CHOIR ACADEMY OF HARLEM",20,354,360,385,1099,6,6,NA,1,NA,23,81.9,347,2,13.3,25,0.3,76.1,22.5,0.6,39.8,60.2,39,56.4,10.3,NA,NA,NA,"M469","Choir Academy of Harlem","saf_p_11",29,"parent","safety+respect"
"106","05M499","FREDERICK DOUGLASS ACADEMY",214,458,474,442,1374,163,226,159,1.38650306748466,70.353982300885,27,57.6,1556,2.4,8.9,45,1.2,74.4,22.8,1.3,52.2,47.8,259,82.6,3.5,"Manhattan",40.8243083850004,-73.9369796129997,"M499","Frederick Douglass Academy","saf_p_11",23,"parent","safety+respect"
"107","05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE",66,396,402,404,1202,37,38,NA,1.02702702702703,NA,23,65.1,580,1.4,10,0,0.2,78.1,20.9,0.2,44.1,55.9,95,68.4,10.5,"Manhattan",40.8153648290004,-73.9438967099996,"M670","Thurgood Marshall Academy for Learning and Social","saf_p_11",30,"parent","safety+respect"
"108","05M685","BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL",61,369,361,355,1085,2.5,NA,NA,NA,NA,23,71.8,524,17.6,21,60,0.4,53.2,45.4,0.6,48.9,51.1,121,37.2,18.2,NA,NA,NA,"M685","Bread & Roses Integrated Arts High School","saf_p_11",27,"parent","safety+respect"
"109","05M692","HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",101,605,654,588,1847,114,124,71,1.08771929824561,57.258064516129,22,18.5,406,0,0,NA,36.2,15,21.2,26.1,65.8,34.2,106,95.3,0,"Manhattan",40.8211231120005,-73.9488452439996,"M692","High School for Mathematics, Science and Engineeri","saf_p_11",33,"parent","safety+respect"
"110","06M293","CITY COLLEGE ACADEMY OF THE ARTS",60,408,446,416,1270,2.5,NA,NA,NA,NA,24,71.6,586,6.1,13.1,0,0.7,6,92,1.2,39.6,60.4,NA,NA,NA,"Manhattan",40.8611133190004,-73.9304521489997,"M293","City College Academy of the Arts","saf_p_11",35,"parent","safety+respect"
"111","06M346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS",55,362,376,367,1105,2.5,NA,NA,NA,NA,27,78.8,520,30,17.3,16,0.2,5.2,93.8,0.8,52.3,47.7,NA,NA,NA,"Manhattan",40.8335552190004,-73.9418042119996,"M346","Community Health Academy of the Heights","saf_p_11",29,"parent","safety+respect"
"112","06M348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL",70,380,395,399,1174,2.5,NA,NA,NA,NA,28,87.5,602,19.6,18.1,0,0,2.3,96.7,0.3,55.8,44.2,NA,NA,NA,"Manhattan",40.8488787880004,-73.9308065169997,"M348","Washington Heights Expeditionary Learning School","saf_p_11",33,"parent","safety+respect"
"113","06M423","HIGH SCHOOL FOR EXCELLENCE AND INNOVATION",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,17,99.2,178,19.7,34.3,10,0,25.8,72.5,0,52.8,47.2,NA,NA,NA,"Manhattan",40.8660455490004,-73.9248566419997,"M423","High School for Excellence and Innovation","saf_p_11",37,"parent","safety+respect"
"114","06M457","GEORGE WASHINGTON YABC",7,394,357,346,1097,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M457","George Washington Yabc","saf_p_11",42,"parent","safety+respect"
"115","06M462","HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE",76,365,384,378,1127,108,135,43,1.25,31.8518518518519,26,89.3,630,43,13.7,46,0.5,5.2,91.4,1.4,63.8,36.2,185,74.1,9.2,"Manhattan",40.8559383070005,-73.9270296339997,"M462","High School for International Business and Finance","saf_p_11",27,"parent","safety+respect"
"116","06M463","HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS",63,369,380,349,1098,37,64,NA,1.72972972972973,NA,23,83.8,572,26.9,17,8,1,10.7,87.1,0.5,63.5,36.5,161,62.7,12.4,"Manhattan",40.8559383070005,-73.9270296339997,"M463","High School for Media and Communications","saf_p_11",25,"parent","safety+respect"
"117","06M467","HIGH SCHOOL FOR LAW AND PUBLIC SERVICE",94,363,378,361,1102,141,212,82,1.50354609929078,38.6792452830189,25,72.5,694,32,16.7,31,1,13,84.4,1.3,58.6,41.4,171,71.3,9.4,"Manhattan",40.8559383070005,-73.9270296339997,"M467","High School for Law and Public Service","saf_p_11",30,"parent","safety+respect"
"118","06M468","HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES",24,400,422,402,1224,32,38,17,1.1875,44.7368421052632,28,90.7,679,31.2,13.8,14,0.7,13.7,83.8,1,52.7,47.3,158,55.7,20.9,"Manhattan",40.8559383070005,-73.9270296339997,"M468","High School for Health Careers and Sciences","saf_p_11",28,"parent","safety+respect"
"119","06M540","A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL",228,430,456,423,1309,165,222,72,1.34545454545455,32.4324324324324,30,76.3,1285,2.3,5.5,43,4,32.8,62.3,0.7,49.9,50.1,267,71.2,3,"Manhattan",40.8183212690004,-73.9506138279996,"M540","A. Philip Randolph Campus High School","saf_p_11",22,"parent","safety+respect"
"120","06M552","GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS",56,339,349,326,1014,88,138,73,1.56818181818182,52.8985507246377,25,92.8,472,89.6,0,NA,0,0,99.8,0,48.9,51.1,91,81.3,8.8,"Manhattan",40.8380323220004,-73.9383710179997,"M552","Gregorio Luperon High School for Science and Mathe","saf_p_11",37,"parent","safety+respect"
"121","07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL",65,364,378,348,1090,63,89,24,1.41269841269841,26.9662921348315,21,72.9,622,8.8,19.3,21,0.6,29.9,68.8,0.5,47.4,52.6,80,80,3.8,"Bronx",40.8140108160004,-73.9208365169997,"X221","South Bronx Preparatory: A College Board School","saf_p_11",27,"parent","safety+respect"
"122","07X321","CROTONA ACADEMY HIGH SCHOOL",9,379,364,382,1125,2.5,NA,NA,NA,NA,18,78.3,124,2.4,6.5,0,0.8,42.7,54,0.8,31.5,68.5,56,14.3,17.9,NA,NA,NA,"X321","Crotona Academy High School","saf_p_11",38,"parent","safety+respect"
"123","07X334","INTERNATIONAL COMMUNITY HIGH SCHOOL",34,310,324,311,945,2.5,NA,NA,NA,NA,16,77.5,393,90.1,1.8,0,4.8,20.1,71.8,2,48.6,51.4,10,NA,NA,"Bronx",40.8100361920005,-73.9178124819996,"X334","International Community High School","saf_p_11",31,"parent","safety+respect"
"124","07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,24,71.7,198,3,7.6,0,0.5,40.9,56.6,1,36.9,63.1,50,10,16,NA,NA,NA,"X379","Jill Chaifetz Transfer High School","saf_p_11",36,"parent","safety+respect"
"125","07X381","BRONX HAVEN HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,64.7,153,7.8,8.5,1,0.7,35.9,62.7,0.7,37.3,62.7,11,NA,NA,NA,NA,NA,"X381","Bronx Haven High School","saf_p_11",35,"parent","safety+respect"
"126","07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,361,359,357,1077,2.5,NA,NA,NA,NA,23,82.7,319,13.2,19.7,11,0.6,32.3,65.5,0.9,49.2,50.8,81,64.2,19.8,"Bronx",40.8160844810004,-73.9303238389996,"X427","Community School for Social Justice","saf_p_11",30,"parent","safety+respect"
"127","07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,351,375,371,1097,2.5,NA,NA,NA,NA,24,78.5,363,9.6,18.5,8,1.1,22.6,76,0,50.1,49.9,69,63.8,14.5,"Bronx",40.8181735360004,-73.9110926629996,"X473","Mott Haven Village Preparatory High School","saf_p_11",31,"parent","safety+respect"
"128","07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,403,394,404,1201,2.5,NA,NA,NA,NA,27,90.1,465,3.7,5.2,0,2.6,18.1,78.1,1.3,43.2,56.8,NA,NA,NA,"Bronx",40.8181735360004,-73.9110926629996,"X495","University Heights Secondary School","saf_p_11",32,"parent","safety+respect"
"129","07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,420,426,411,1257,64,107,39,1.671875,36.4485981308411,21,68.3,538,5.6,11.9,11,2,24,72.7,0.7,45.2,54.8,61,83.6,1.6,"Bronx",40.8149553420005,-73.9125195419996,"X500","Hostos-Lincoln Academy of Science","saf_p_11",29,"parent","safety+respect"
"130","07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,399,396,391,1186,13,13,12,1,92.3076923076923,23,89.9,311,21.9,22.5,50,3.2,26,68.8,1,45.3,54.7,136,60.3,7.4,"Bronx",40.8111388560004,-73.9097871269997,"X520","Foreign Language Academy of Global Studies","saf_p_11",24,"parent","safety+respect"
"131","07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,362,378,363,1103,30,30,NA,1,NA,24,77,502,14.1,18.5,24,1.4,41.2,56,1,54,46,102,72.5,14.7,"Bronx",40.8227764900004,-73.9235227939997,"X527","Bronx Leadership Academy II High School","saf_p_11",30,"parent","safety+respect"
"132","07X547","NEW EXPLORERS HIGH SCHOOL",28,367,356,361,1084,18,18,NA,1,NA,24,90.4,383,15.7,25.1,17,0.5,30.3,68.1,0.5,57.7,42.3,81,44.4,17.3,"Bronx",40.8227764900004,-73.9235227939997,"X547","New Explorers High School","saf_p_11",36,"parent","safety+respect"
"133","07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,387,411,383,1181,2.5,NA,NA,NA,NA,26,74.3,477,5,18.7,18,0.4,26.6,70.4,0.4,84.3,15.7,82,79.3,6.1,"Bronx",40.8227764900004,-73.9235227939997,"X548","Urban Assembly School for Careers in Sports","saf_p_11",32,"parent","safety+respect"
"134","07X551","BRONX ACADEMY OF LETTERS",51,413,381,407,1201,53,92,37,1.73584905660377,40.2173913043478,23,79.1,555,9.4,24,57,0.5,34.1,64.3,0.9,44.5,55.5,76,73.7,6.6,"Bronx",40.8133593030004,-73.9255365149996,"X551","Bronx Academy of Letters","saf_p_11",27,"parent","safety+respect"
"135","07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,394,400,364,1158,11,11,NA,1,NA,27,76.7,738,9.1,22,87,1.4,35.9,61.5,0.7,92.7,7.3,267,40.8,18,"Bronx",40.8182468890004,-73.9197356779997,"X600","Alfred E. Smith Career and Technical Education Hig","saf_p_11",21,"parent","safety+respect"
"136","07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,398,416,370,1184,77,126,NA,1.63636363636364,NA,24,75.7,663,17,26.1,120,1.2,32.4,64.9,0.8,79.6,20.4,357,48.5,21.6,NA,NA,NA,"X655","Samuel Gompers Career and Technical Education High","saf_p_11",17,"parent","safety+respect"
"137","07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,363,368,364,1095,61,117,29,1.91803278688525,24.7863247863248,26,77.8,587,10.4,19.6,44,3.1,39.2,56.9,0.5,28.6,71.4,134,69.4,18.7,"Bronx",40.8160844810004,-73.9303238389996,"X670","Health Opportunities High School","saf_p_11",30,"parent","safety+respect"
"138","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,27,85.6,500,9.2,13.4,41,1.2,22.4,74.8,1,44,56,NA,NA,NA,"Bronx",40.8206236370005,-73.8930735189996,"X269","Bronx Studio School for Writers and Artists","saf_p_11",30,"parent","safety+respect"
"139","08X282","WOMEN'S ACADEMY OF EXCELLENCE",44,407,386,378,1171,21,22,NA,1.04761904761905,NA,22,72.2,379,2.6,15.6,12,2.9,45.9,46.4,2.4,0.3,99.7,75,66.7,16,"Bronx",40.8149183400005,-73.8565655349997,"X282","Women's Academy of Excellence","saf_p_11",26,"parent","safety+respect"
"140","08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,384,385,389,1158,22,29,14,1.31818181818182,48.2758620689655,26,66.4,469,4.5,21.7,9,2.6,25.4,63.8,7.7,38,62,117,65.8,13.7,"Bronx",40.8405139770004,-73.8381209599996,"X293","Renaissance High School for Musical Theater & Tech","saf_p_11",27,"parent","safety+respect"
"141","08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,416,390,394,1200,2.5,NA,NA,NA,NA,22,74.6,478,11.5,24.1,51,5.6,33.1,59.4,1,60,40,121,40.5,13.2,NA,NA,NA,"X295","Gateway School for Environmental Research and Tech","saf_p_11",16,"parent","safety+respect"
"142","08X305","PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES",67,337,361,340,1038,2.5,NA,NA,NA,NA,20,75.8,359,15.9,27.3,16,2.5,26.2,69.9,1.4,66,34,101,56.4,17.8,"Bronx",40.8223037650004,-73.8559613899997,"X305","Pablo Neruda Academy for Architecture and World St","saf_p_11",28,"parent","safety+respect"
"143","08X312","MILLENNIUM ART ACADEMY",67,387,402,375,1164,35,55,NA,1.57142857142857,NA,28,74.2,496,5.4,20.4,22,1.8,32.5,64.3,1,49.2,50.8,108,58.3,9.3,"Bronx",40.8223037650004,-73.8559613899997,"X312","Millennium Art Academy","saf_p_11",27,"parent","safety+respect"
"144","08X332","HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH",39,363,371,350,1084,20,28,NA,1.4,NA,20,79.6,333,12.6,18,17,0.9,39.9,56.8,0.6,49.2,50.8,89,57.3,14.6,"Bronx",40.8174394460004,-73.8980492059997,"X332","Holcombe L. Rucker School of Community Research","saf_p_11",30,"parent","safety+respect"
"145","08X367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,87.3,500,2.6,22,41,2.8,35,60.2,2,62,38,NA,NA,NA,"Bronx",40.8149183400005,-73.8565655349997,"X367","Archimedes Academy for Math, Science and Technolog","saf_p_11",25,"parent","safety+respect"
"146","08X376","ANTONIA PANTOJA PREPARATORY ACADEMY, A COLLEGE BOARD SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,24,81.3,432,7.4,24.1,35,4.9,27.8,66,0.7,47,53,NA,NA,NA,"Bronx",40.8223037650004,-73.8559613899997,"X376","Antonia Pantoja Preparatory Academy, A College Boa","saf_p_11",21,"parent","safety+respect"
"147","08X377","BRONX COMMUNITY HIGH SCHOOL",9,367,369,376,1112,2.5,NA,NA,NA,NA,NA,73.9,200,4.5,5,1,1,33,63.5,1,50.5,49.5,79,12.7,24.1,NA,NA,NA,"X377","Bronx Community High School","saf_p_11",32,"parent","safety+respect"
"148","08X405","HERBERT H. LEHMAN HIGH SCHOOL",415,412,436,393,1241,430,532,197,1.23720930232558,37.0300751879699,27,66.8,3593,9.2,20.9,347,6.8,23,60.6,9,61.1,38.9,1092,44.6,21.2,"Bronx",40.8405139770004,-73.8381209599996,"X405","Herbert H. Lehman High School","saf_p_11",11,"parent","safety+respect"
"149","08X408","HERBERT H. LEHMAN YABC",6,402,373,413,1188,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X408","Herbert H. Lehman Yabc","saf_p_11",31,"parent","safety+respect"
"150","08X432","BRONX BRIDGES HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,19,87.2,155,79.4,7.7,3,5.2,8.4,83.2,2.6,52.3,47.7,NA,NA,NA,"Bronx",40.8223037650004,-73.8559613899997,"X432","BRONX BRIDGES HIGH SCHOOL","saf_p_11",33,"parent","safety+respect"
"151","08X452","BRONX GUILD",39,369,371,365,1105,2.5,NA,NA,NA,NA,NA,69.2,305,7.2,23,14,3.9,33.8,61.3,0.7,49.5,50.5,64,62.5,6.3,"Bronx",40.8223037650004,-73.8559613899997,"X452","Bronx Guild","saf_p_11",28,"parent","safety+respect"
"152","08X507","STEVENSON YABC",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X507","Stevenson Yabc","saf_p_11",33,"parent","safety+respect"
"153","08X519","FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",68,373,370,356,1099,2.5,NA,NA,NA,NA,24,72.3,363,14,20.9,32,1.4,21.8,76,0.6,43,57,99,52.5,17.2,"Bronx",40.8211707700004,-73.8811363459997,"X519","Felisa Rincon de Gautier Institute for Law and Pub","saf_p_11",26,"parent","safety+respect"
"154","08X530","BANANA KELLY HIGH SCHOOL",54,373,381,377,1131,2.5,NA,NA,NA,NA,25,81.9,451,13.5,25.7,33,0.7,32.6,65.4,1.1,49.9,50.1,108,41.7,23.1,"Bronx",40.8174394460004,-73.8980492059997,"X530","Banana Kelly High School","saf_p_11",35,"parent","safety+respect"
"155","08X537","BRONX ARENA HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"saf_p_11",NA,"parent","safety+respect"
"156","08X540","SCHOOL FOR COMMUNITY RESEARCH AND LEARNING",16,366,400,368,1134,9,9,NA,1,NA,18,83.8,191,11,28.3,26,4.7,28.8,64.9,1,57.1,42.9,89,49.4,15.7,NA,NA,NA,"X540","School for Community Research and Learning","saf_p_11",18,"parent","safety+respect"
"157","08X560","HIGH SCHOOL X560 s BRONX ACADEMY HIGH SCHOOL",9,404,368,399,1171,2.5,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,19.9,17,NA,NA,NA,"X560","High School X560 - Bronx Academy High School","saf_p_11",38,"parent","safety+respect"
"158","08X650","JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS",78,377,359,376,1112,44,69,8,1.56818181818182,11.5942028985507,24,85.7,717,11.2,22.2,69,1.5,36.8,60.8,0.3,28.3,71.7,419,43,25.8,NA,NA,NA,"X650","Jane Addams High School for Academic Careers","saf_p_11",14,"parent","safety+respect"
"159","09X227","BRONX EXPEDITIONARY LEARNING HIGH SCHOOL",39,324,376,349,1049,2.5,NA,NA,NA,NA,23,83.9,355,29.3,21.1,28,1.1,27.9,69.3,0.8,50.1,49.9,96,57.3,8.3,"Bronx",40.8403733980004,-73.9108380079996,"X227","Bronx Expeditionary Learning High School","saf_p_11",28,"parent","safety+respect"
"160","09X231","EAGLE ACADEMY FOR YOUNG MEN",78,373,387,374,1134,32,44,11,1.375,25,25,60.4,550,4,24.2,33,0.7,63.1,33.8,0.5,100,0,100,63,4,"Bronx",40.8451853270004,-73.8969806679996,"X231","Eagle Academy for Young Men","saf_p_11",30,"parent","safety+respect"
